26.88445776;50.49092249
64.22334702;71.48084386
58.37080854;132.0763888
75.05180298;51.00019313
9.827105388;2.478297316
65.01589287;66.09417883
43.96111468;44.10883274
27.4847252;10.6512883
6.615285023;6.925057008
51.77629762;58.32670794
41.67947451;92.14953952
34.11379384;18.36268857
53.62116668;127.9884061
44.18878311;46.46744167
16.81547792;2.90198116
0.055329946;0.168150295
77.96259067;69.92309915
93.95437791;196.5639398
62.61255157;116.938075
67.97618078;76.84263735
31.03375503;74.40106602
99.09398022;94.6031566
25.33775332;47.53351937
82.00190808;76.82043571
75.18985054;65.68547682
60.77224174;66.83494459
41.6741498;76.81818544
99.17095449;196.5897508
72.67816158;87.64231414
81.43990379;153.379821
93.65489108;78.91069957
28.81141833;24.08111327
55.45750971;54.89521066
49.06184952;80.13348528
90.10926573;77.17944671
99.293125;181.4964686
10.97575823;28.75182535
30.49679966;68.91564475
96.09421471;100.6706335
96.85257052;198.1852187
31.18926044;70.29111675
33.60964502;83.00975981
36.77672228;41.78715781
69.69949842;131.9741466
39.58244428;85.02307486
88.82319432;188.2923153
71.18629262;132.0899651
6.010537788;14.50123031
8.996475772;10.83026667
35.86869942;53.16493505
31.30920243;30.81824998
84.5583412;76.72946683
88.38702205;92.28362372
3.167154453;5.11576869
23.10314903;31.08522945
63.78752079;46.5703324
24.33724782;31.26316413
99.48836832;200.9887493
8.762119608;20.58705082
58.43869847;43.93717488
52.25480786;49.88725192
27.42947942;71.99097995
75.56170788;139.6311648
48.28774763;88.46165531
2.676360721;4.327707328
15.31416749;46.046979
67.54176159;123.9782135
15.00023476;29.84121668
37.33938243;32.19746981
51.6949847;55.56847747
94.9092586;96.88307178
72.72788171;136.5204325
73.27503487;146.522436
24.3560909;64.14009005
25.38021992;30.81537246
44.53807422;44.94682309
57.15940605;106.4866335
68.59455486;81.5724893
63.86638999;114.9119307
25.61437374;23.29574553
0.021420065;21.05720122
37.60328776;45.60567176
26.62341563;29.28037194
9.438185124;6.192990097
63.76037886;67.9359361
54.79025642;103.0495272
28.50213123;64.34655072
32.39881162;43.51844327
1.160279541;0.433790042
24.70746451;59.30219571
90.4313587;95.20975446
97.14704573;201.5280289
19.47781046;34.09791027
22.17014886;43.70311997
65.0108217;114.447725
89.12019249;95.9883282
35.44861402;80.16482116
45.57084183;57.21599302
22.10096562;42.14984255
86.91057453;161.6279535
